Car_id,Dealer_Name,Company,Model,Engine,Transmission,Color,Price,Dealer_No ,Body _Style,Dealer_Region,,,Count of Model,
196,Capitol KIA,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,38701-8047,Hatchback,Greenville,,,,
197,Chrysler of Tri-Cities,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,99301-3882,SUV,Pasco,,,,
198,Ryder Truck Rental and Leasing,Ford,Mustang,Overhead Camshaft,Manual,Black,22000,06457-3834,Hatchback,Middletown,,,,
199,Saab-Belle Dodge,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,60504-7114,SUV,Aurora,,,,
200,Scrivener Performance Engineering,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,21000,38701-8047,Passenger,Greenville,,,,
201,Star Enterprises Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,99301-3882,Passenger,Pasco,,,,
202,Race Car Help,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,Pasco,,,,
203,Ryder Truck Rental and Leasing,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,SUV,Janesville,,,,
204,Saab-Belle Dodge,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,60504-7114,Hatchback,Scottsdale,,,,
205,Ryder Truck Rental and Leasing,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,06457-3834,Hardtop,Middletown,,,,
206,Motor Vehicle Branch Office,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,78758-7841,Sedan,Austin,,,,
207,Nebo Chevrolet,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,Middletown,,,,
208,Race Car Help,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,16000,78758-7841,Sedan,Austin,,,,
209,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,06457-3834,Hatchback,Middletown,,,,
210,Chrysler Plymouth,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Hatchback,Janesville,,,,
211,Classic Chevy,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13500,85257-3102,Hatchback,Scottsdale,,,,
212,Suburban Ford,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9250,53546-9427,Passenger,Janesville,,,,
213,Tri-State Mack Inc,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Hatchback,Scottsdale,,,,
214,Star Enterprises Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,99301-3882,Hatchback,Middletown,,,,
215,Suburban Ford,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,29500,53546-9427,Sedan,Aurora,,,,
216,New Castle Ford Lincoln Mercury,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,Aurora,,,,
217,Pars Auto Sales,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18501,38701-8047,Hatchback,Greenville,,,,
218,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,99301-3882,SUV,Pasco,,,,
219,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12500,53546-9427,SUV,Janesville,,,,
220,Rabun Used Car Sales,BMW,528i,Overhead Camshaft,Manual,Black,21000,85257-3102,SUV,Scottsdale,,,,
221,Saab-Belle Dodge,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,60504-7114,SUV,Aurora,,,,
222,Scrivener Performance Engineering,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,11000,38701-8047,Passenger,Greenville,,,,
223,Star Enterprises Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Hatchback,Pasco,,,,
224,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21200,53546-9427,Sedan,Janesville,,,,
225,Tri-State Mack Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,85257-3102,Hatchback,Scottsdale,,,,
226,Clay Johnson Auto Sales,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Passenger,Austin,,,,
227,Diehl Motor CO Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,06457-3834,Hatchback,Middletown,,,,
228,Enterprise Rent A Car,Volvo,S40,Overhead Camshaft,Manual,Black,36000,60504-7114,Sedan,Aurora,,,,
229,Gartner Buick Hyundai Saab,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,38701-8047,Sedan,Greenville,,,,
230,Hatfield Volkswagen,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,99301-3882,Hatchback,Pasco,,,,
231,Chrysler Plymouth,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,53546-9427,Hardtop,Janesville,,,,
232,Diehl Motor CO Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,06457-3834,Hardtop,Middletown,,,,
233,Rabun Used Car Sales,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,85257-3102,Passenger,Scottsdale,,,,
234,Race Car Help,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,78758-7841,Passenger,Austin,,,,
235,Ryder Truck Rental and Leasing,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Hatchback,Middletown,,,,
236,Tri-State Mack Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,85257-3102,SUV,Greenville,,,,
237,U-Haul CO,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,23500,78758-7841,SUV,Pasco,,,,
238,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,06457-3834,Passenger,Janesville,,,,
239,C & M Motors Inc,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,Hatchback,Scottsdale,,,,
240,Star Enterprises Inc,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,99301-3882,Hardtop,Pasco,,,,
241,Race Car Help,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,78758-7841,Sedan,Austin,,,,
242,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60750,06457-3834,Sedan,Middletown,,,,
243,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hardtop,Janesville,,,,
244,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31000,06457-3834,Passenger,Middletown,,,,
245,Iceberg Rentals,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,53546-9427,Sedan,Janesville,,,,
246,McKinney Dodge Chrysler Jeep,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39500,85257-3102,SUV,Scottsdale,,,,
247,Enterprise Rent A Car,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,60504-7114,Hardtop,Aurora,,,,
248,Scrivener Performance Engineering,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,38701-8047,Hatchback,Greenville,,,,
249,Chrysler of Tri-Cities,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,99301-3882,SUV,Middletown,,,,
250,U-Haul CO,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,78758-7841,Hardtop,Austin,,,,
251,Saab-Belle Dodge,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21000,60504-7114,SUV,Aurora,,,,
252,C & M Motors Inc,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,60504-7114,Hatchback,Aurora,,,,
253,Motor Vehicle Branch Office,Ford,Ranger,Overhead Camshaft,Manual,Black,18500,78758-7841,Hatchback,Austin,,,,
254,Star Enterprises Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,99301-3882,SUV,Pasco,,,,
255,Classic Chevy,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,Sedan,Greenville,,,,
256,Scrivener Performance Engineering,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21500,38701-8047,SUV,Greenville,,,,
257,Capitol KIA,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Sedan,Greenville,,,,
258,Nebo Chevrolet,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,SUV,Middletown,,,,
259,Suburban Ford,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41100,53546-9427,Passenger,Janesville,,,,
260,Clay Johnson Auto Sales,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22500,78758-7841,Hatchback,Pasco,,,,
261,Star Enterprises Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,99301-3882,SUV,Pasco,,,,
262,Suburban Ford,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20200,53546-9427,SUV,Janesville,,,,
263,Tri-State Mack Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,59000,85257-3102,Sedan,Scottsdale,,,,
264,U-Haul CO,Volvo,S70,Overhead Camshaft,Manual,Black,22000,78758-7841,SUV,Austin,,,,
265,Chrysler of Tri-Cities,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,57000,99301-3882,SUV,Pasco,,,,
266,Chrysler Plymouth,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25500,53546-9427,SUV,Janesville,,,,
267,Classic Chevy,Acura,RL,Overhead Camshaft,Manual,Black,18000,85257-3102,SUV,Scottsdale,,,,
268,Clay Johnson Auto Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,78758-7841,Passenger,Austin,,,,
269,New Castle Ford Lincoln Mercury,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,60504-7114,Hatchback,Aurora,,,,
270,Pars Auto Sales,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,82000,38701-8047,Hatchback,Greenville,,,,
271,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,99301-3882,Hatchback,Pasco,,,,
272,Progressive Shippers Cooperative Association No,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,53546-9427,Hatchback,Janesville,,,,
273,Tri-State Mack Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,85257-3102,Hatchback,Scottsdale,,,,
274,U-Haul CO,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,78758-7841,Sedan,Austin,,,,
275,Buddy Storbeck's Diesel Service Inc,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Sedan,Middletown,,,,
276,C & M Motors Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19100,60504-7114,Sedan,Aurora,,,,
277,Diehl Motor CO Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,06457-3834,SUV,Janesville,,,,
278,Enterprise Rent A Car,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,60504-7114,Passenger,Scottsdale,,,,
279,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Hatchback,Austin,,,,
280,Hatfield Volkswagen,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,SUV,Janesville,,,,
281,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,Passenger,Janesville,,,,
282,Diehl Motor CO Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,Middletown,,,,
283,Rabun Used Car Sales,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,85257-3102,Hatchback,Scottsdale,,,,
284,Capitol KIA,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,33000,38701-8047,Passenger,Greenville,,,,
285,Iceberg Rentals,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,25000,53546-9427,Sedan,Scottsdale,,,,
286,Rabun Used Car Sales,Honda,Accord,Overhead Camshaft,Manual,Black,43000,85257-3102,Sedan,Scottsdale,,,,
287,Race Car Help,BMW,328i,Overhead Camshaft,Manual,Pale White,21001,78758-7841,Sedan,Austin,,,,
288,Ryder Truck Rental and Leasing,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,11501,06457-3834,Hatchback,Middletown,,,,
289,Enterprise Rent A Car,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,60504-7114,Hatchback,Aurora,,,,
290,Gartner Buick Hyundai Saab,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,38701-8047,SUV,Greenville,,,,
291,Hatfield Volkswagen,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,99301-3882,Hatchback,Pasco,,,,
292,Race Car Help,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,78758-7841,Passenger,Austin,,,,
293,Ryder Truck Rental and Leasing,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,06457-3834,Hatchback,Middletown,,,,
294,Saab-Belle Dodge,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,60504-7114,Hatchback,Aurora,,,,
295,Chrysler of Tri-Cities,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54000,99301-3882,Passenger,Pasco,,,,
296,Chrysler Plymouth,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,53546-9427,Hatchback,Janesville,,,,
297,New Castle Ford Lincoln Mercury,Honda,Passport,Overhead Camshaft,Manual,Pale White,27500,60504-7114,Hardtop,Aurora,,,,
298,McKinney Dodge Chrysler Jeep,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,Austin,,,,
299,Motor Vehicle Branch Office,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,78758-7841,Sedan,Middletown,,,,
300,Nebo Chevrolet,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22000,06457-3834,SUV,Aurora,,,,
301,Saab-Belle Dodge,Ford,Focus,Overhead Camshaft,Manual,Pale White,24000,60504-7114,SUV,Aurora,,,,
302,Scrivener Performance Engineering,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24250,38701-8047,SUV,Greenville,,,,
303,Star Enterprises Inc,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37000,99301-3882,SUV,Pasco,,,,
304,Iceberg Rentals,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54500,53546-9427,SUV,Janesville,,,,
305,McKinney Dodge Chrysler Jeep,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,85257-3102,Sedan,Scottsdale,,,,
306,Motor Vehicle Branch Office,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,37000,78758-7841,Hatchback,Austin,,,,
307,Scrivener Performance Engineering,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,38701-8047,SUV,Greenville,,,,
308,Star Enterprises Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,99301-3882,Hatchback,Pasco,,,,
309,Suburban Ford,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,53546-9427,Passenger,Janesville,,,,
310,Clay Johnson Auto Sales,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,78758-7841,SUV,Austin,,,,
311,Diehl Motor CO Inc,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25100,06457-3834,Hatchback,Middletown,,,,
312,Enterprise Rent A Car,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,60504-7114,Hatchback,Aurora,,,,
313,New Castle Ford Lincoln Mercury,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,34000,60504-7114,Passenger,Greenville,,,,
314,Rabun Used Car Sales,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,85257-3102,Hardtop,Aurora,,,,
315,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,99301-3882,Hatchback,Janesville,,,,
316,Suburban Ford,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,53546-9427,Sedan,Janesville,,,,
317,Tri-State Mack Inc,Acura,RL,Overhead Camshaft,Manual,Black,18000,85257-3102,SUV,Scottsdale,,,,
318,U-Haul CO,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,78758-7841,Sedan,Austin,,,,
319,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,06457-3834,SUV,Middletown,,,,
320,C & M Motors Inc,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25000,60504-7114,SUV,Aurora,,,,
321,Capitol KIA,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,38701-8047,SUV,Greenville,,,,
322,Nebo Chevrolet,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13500,06457-3834,Passenger,Middletown,,,,
323,New Castle Ford Lincoln Mercury,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,60504-7114,Sedan,Aurora,,,,
324,Pars Auto Sales,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,13000,38701-8047,SUV,Greenville,,,,
325,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,99301-3882,SUV,Pasco,,,,
326,Progressive Shippers Cooperative Association No,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,53546-9427,Hatchback,Janesville,,,,
327,Rabun Used Car Sales,Porsche,Boxter,DoubleÂ Overhead Camshaft,Auto,Black,26000,85257-3102,SUV,Scottsdale,,,,
328,Tri-State Mack Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,SUV,Scottsdale,,,,
329,U-Haul CO,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,78758-7841,Passenger,Austin,,,,
330,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21900,53546-9427,Hatchback,Janesville,,,,
331,Rabun Used Car Sales,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,85257-3102,Hatchback,Austin,,,,
332,Race Car Help,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71000,78758-7841,Hatchback,Austin,,,,
333,Ryder Truck Rental and Leasing,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,06457-3834,Hatchback,Middletown,,,,
334,Gartner Buick Hyundai Saab,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Passenger,Greenville,,,,
335,Hatfield Volkswagen,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,99301-3882,Passenger,Pasco,,,,
336,Iceberg Rentals,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28000,53546-9427,Hatchback,Janesville,,,,
337,McKinney Dodge Chrysler Jeep,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Hatchback,Scottsdale,,,,
338,Motor Vehicle Branch Office,Nissan,Xterra,Overhead Camshaft,Manual,Pale White,31000,78758-7841,Passenger,Austin,,,,
339,Nebo Chevrolet,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29200,06457-3834,Passenger,Middletown,,,,
340,Progressive Shippers Cooperative Association No,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,53546-9427,Passenger,Scottsdale,,,,
341,Saab-Belle Dodge,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,60504-7114,Hardtop,Janesville,,,,
342,Race Car Help,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,78758-7841,SUV,Middletown,,,,
343,Ryder Truck Rental and Leasing,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85000,06457-3834,Passenger,Aurora,,,,
344,Saab-Belle Dodge,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43000,60504-7114,Sedan,Greenville,,,,
345,Scrivener Performance Engineering,Buick,Regal,Overhead Camshaft,Manual,Pale White,43500,38701-8047,Passenger,Pasco,,,,
346,Chrysler of Tri-Cities,Toyota,Tacoma,Overhead Camshaft,Manual,Black,36000,99301-3882,SUV,Pasco,,,,
347,Chrysler Plymouth,Infiniti,I30,Overhead Camshaft,Manual,Pale White,16000,53546-9427,SUV,Janesville,,,,
348,Classic Chevy,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,Sedan,Scottsdale,,,,
349,Clay Johnson Auto Sales,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16000,78758-7841,Passenger,Austin,,,,
350,Diehl Motor CO Inc,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000,06457-3834,Sedan,Middletown,,,,
351,Enterprise Rent A Car,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24000,60504-7114,SUV,Aurora,,,,
352,Gartner Buick Hyundai Saab,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,38701-8047,SUV,Greenville,,,,
353,Hatfield Volkswagen,Acura,TL,Overhead Camshaft,Manual,Pale White,14500,99301-3882,Hatchback,Pasco,,,,
354,Iceberg Rentals,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,53546-9427,SUV,Janesville,,,,
355,Tri-State Mack Inc,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16500,85257-3102,Hardtop,Scottsdale,,,,
356,Ryder Truck Rental and Leasing,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Hatchback,Middletown,,,,
357,Saab-Belle Dodge,BMW,528i,Overhead Camshaft,Manual,Black,21000,60504-7114,SUV,Aurora,,,,
358,Scrivener Performance Engineering,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,38701-8047,Hatchback,Greenville,,,,
359,Star Enterprises Inc,Toyota,RAV4,Overhead Camshaft,Manual,Black,85600,99301-3882,Hatchback,Pasco,,,,
360,Progressive Shippers Cooperative Association No,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,53546-9427,Hardtop,Aurora,,,,
361,Tri-State Mack Inc,BMW,323i,Overhead Camshaft,Manual,Pale White,21000,85257-3102,Hatchback,Scottsdale,,,,
362,U-Haul CO,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,24000,78758-7841,Sedan,Austin,,,,
363,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,Passenger,Janesville,,,,
364,Saab-Belle Dodge,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,60504-7114,SUV,Aurora,,,,
365,Scrivener Performance Engineering,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22500,38701-8047,SUV,Greenville,,,,
366,Star Enterprises Inc,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,99301-3882,Hatchback,Pasco,,,,
367,Suburban Ford,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,53546-9427,SUV,Janesville,,,,
368,Tri-State Mack Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,85257-3102,Sedan,Scottsdale,,,,
369,U-Haul CO,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,78758-7841,Passenger,Austin,,,,
370,Buddy Storbeck's Diesel Service Inc,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71500,06457-3834,Hatchback,Middletown,,,,
371,C & M Motors Inc,Saturn,SC,Overhead Camshaft,Manual,Pale White,61500,60504-7114,Hatchback,Aurora,,,,
372,Capitol KIA,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21500,38701-8047,Hatchback,Greenville,,,,
373,New Castle Ford Lincoln Mercury,Lexus,LS400,Overhead Camshaft,Manual,Pale White,25000,60504-7114,Sedan,Aurora,,,,
374,Pars Auto Sales,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29000,38701-8047,SUV,Greenville,,,,
375,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,99301-3882,Hatchback,Pasco,,,,
376,Scrivener Performance Engineering,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,38701-8047,Hardtop,Greenville,,,,
